ID,Latitude,Longitude,Day,Hour,Minute,Duration,RemainingTime,Resources,Coverage,Legitimacy,OnPeakHours,GridNumber
28,48.3881613209632,-81.5111651434541,5,15,38,60,50,1,58,1,0,189606
28,48.3882271186766,-81.5102251891237,5,15,48,60,40,1,58,1,0,189606
28,48.3880812541005,-81.5097761801365,5,15,58,60,30,1,58,1,0,189606
28,48.3875154728786,-81.5098206974576,5,16,8,60,20,1,58,1,0,189606
28,48.3871148322999,-81.5095142177892,5,16,18,60,10,1,58,1,0,189606
29,48.4330580254817,-81.4303611922326,4,23,35,20,20,4,46,1,0,265447
29,48.4334426365826,-81.4306556800906,4,23,45,20,10,4,46,1,0,265447
30,48.4896717834728,-81.1752732857978,0,13,36,50,50,9,79,1,0,369746
30,48.4896808843056,-81.1756653818737,0,13,46,50,40,9,79,1,0,369746
30,48.4896336925198,-81.175704735179,0,13,56,50,30,9,79,1,0,369746
30,48.489168915519,-81.1759592242528,0,14,6,50,20,9,79,1,0,369745
30,48.4889706102542,-81.1749188617328,0,14,16,50,10,9,79,1,0,369746
31,48.3050172196541,-81.4303303578378,1,0,19,30,30,9,37,1,0,47430
31,48.304793247463,-81.4303009866493,1,0,29,30,20,9,37,1,0,47430
31,48.3049241278355,-81.4312239597564,1,0,39,30,10,9,37,1,0,47430
32,48.4898291013807,-81.2814889854726,0,19,51,30,30,7,58,1,0,369733
32,48.4901850522671,-81.2817162909552,0,20,1,30,20,7,58,1,0,369733
32,48.4905739951217,-81.2820819250187,0,20,11,30,10,7,58,1,0,369733
33,48.5804354071802,-81.5783376165382,0,19,56,10,10,2,66,1,0,521363
34,48.3739618671821,-81.4006032497327,4,6,28,10,10,9,86,1,0,161181
35,48.547096944766,-81.348909268606,3,20,52,20,20,3,43,1,0,464515
35,48.5472698320497,-81.3489839340182,3,21,2,20,10,3,43,1,0,464515
36,48.4072129105363,-81.3321429613056,4,1,39,30,30,6,64,1,0,218063
36,48.4074374379713,-81.3330695063736,4,1,49,30,20,6,64,1,0,227542
36,48.407395315753,-81.3331397697493,4,1,59,30,10,6,64,1,0,227542
37,48.5806101060159,-81.3730941831851,2,8,15,50,50,1,30,1,1,521387
37,48.5809471203403,-81.3725862570054,2,8,25,50,40,1,30,1,1,521387
37,48.5804213885458,-81.3727691826128,2,8,35,50,30,1,30,1,1,521387
37,48.5801927615384,-81.3720929405586,2,8,45,50,20,1,30,1,1,521387
37,48.5799103205892,-81.3724501164999,2,8,55,50,10,1,30,1,1,521387
38,48.418624432243,-81.3251211723808,3,11,55,10,10,8,100,1,0,246501
39,48.3757964250491,-81.3138406051987,4,7,48,40,40,6,46,1,1,170670
39,48.3763140017685,-81.3134947081388,4,7,58,40,30,6,46,1,1,170671
39,48.3761880664576,-81.3134221456164,4,8,8,40,20,6,46,1,1,170671
39,48.3763300464285,-81.3141192265969,4,8,18,40,10,6,46,1,1,170670
40,48.4210156436865,-81.2095576100746,2,9,47,40,40,2,63,1,1,246515
40,48.4206919318785,-81.2089780309356,2,9,57,40,30,2,63,1,1,246515
40,48.4203058055348,-81.2087197581656,2,10,7,40,20,2,63,1,1,246515
40,48.4201568398807,-81.2095549571278,2,10,17,40,10,2,63,1,1,246515
41,48.58436064406,-81.1014810962904,0,13,29,40,40,4,75,1,0,530897
41,48.5846866141645,-81.1010972374265,0,13,39,40,30,4,75,1,0,530897
41,48.5846602662935,-81.1016651240225,0,13,49,40,20,4,75,1,0,530897
41,48.5846865681786,-81.1019879984987,0,13,59,40,10,4,75,1,0,530897
42,48.4703387740187,-81.1521950345276,3,9,9,40,40,3,75,1,1,331832
42,48.47014424447,-81.1512947148615,3,9,19,40,30,3,75,1,1,331832
42,48.4700506936977,-81.1507304745028,3,9,29,40,20,3,75,1,1,331832
42,48.4705715641261,-81.1507715255437,3,9,39,40,10,3,75,1,1,331832
43,48.4231281085176,-80.9755841424422,4,13,32,20,20,5,40,1,0,246542
43,48.4230497420216,-80.9757654442866,4,13,42,20,10,5,40,1,0,246542
44,48.3169486733618,-81.3786607049292,2,1,25,40,40,1,77,1,0,66394
44,48.3168396378997,-81.3785663236714,2,1,35,40,30,1,77,1,0,66394
44,48.3165242489028,-81.377596851788,2,1,45,40,20,1,77,1,0,66394
44,48.3165142007981,-81.3767340743435,2,1,55,40,10,1,77,1,0,66394
45,48.4391398411108,-81.2964096793775,5,2,13,60,60,5,80,1,0,274942
45,48.4391741959463,-81.2967025004866,5,2,23,60,50,5,80,1,0,274941
45,48.4390507905471,-81.2958299802285,5,2,33,60,40,5,80,1,0,274942
45,48.4389123757125,-81.2960962354678,5,2,43,60,30,5,80,1,0,274942
45,48.4390570693027,-81.2958934516692,5,2,53,60,20,5,80,1,0,274942
45,48.4388563765481,-81.2959686535227,5,3,3,60,10,5,80,1,0,274942
46,48.5485345779371,-81.1458710751812,5,21,43,60,60,4,51,1,0,464539
46,48.5487006717441,-81.1461912720189,5,21,53,60,50,4,51,1,0,474018
46,48.5487170021827,-81.1462395450595,5,22,3,60,40,4,51,1,0,474018
46,48.5482583731367,-81.1462395450595,5,22,13,60,30,4,51,1,0,464539
46,48.5478479614185,-81.145502882397,5,22,23,60,20,4,51,1,0,464539
46,48.5479003150463,-81.1455225423836,5,22,33,60,10,4,51,1,0,464539
47,48.539448733937,-81.3417890460296,2,15,16,50,50,8,45,1,0,455037
47,48.5396013250388,-81.3422035923771,2,15,26,50,40,8,45,1,0,455037
47,48.5394282899312,-81.3423480292974,2,15,36,50,30,8,45,1,0,455037
47,48.5394876285904,-81.342854809771,2,15,46,50,20,8,45,1,0,455037
47,48.5390475881703,-81.342820081969,2,15,56,50,10,8,45,1,0,455037
48,48.4652669772408,-81.0078999262369,0,14,9,50,50,10,36,1,0,322370
48,48.4653247821649,-81.0077963392464,0,14,19,50,40,10,36,1,0,322370
48,48.4653537868742,-81.0076827216118,0,14,29,50,30,10,36,1,0,322370
48,48.465271007177,-81.0076298857492,0,14,39,50,20,10,36,1,0,322370
48,48.4655690138805,-81.0074396755304,0,14,49,50,10,10,36,1,0,322370
49,48.3966183149929,-81.332166057325,5,4,13,60,60,10,69,1,0,208584
49,48.3963555425746,-81.3331426736923,5,4,23,60,50,10,69,1,0,199105
49,48.395951105642,-81.3331214660803,5,4,33,60,40,10,69,1,0,199105
49,48.3966164837256,-81.3331040258268,5,4,43,60,30,10,69,1,0,208584
49,48.3968005303649,-81.334008011772,5,4,53,60,20,10,69,1,0,208584
49,48.3970340270002,-81.3340263874267,5,5,3,60,10,10,69,1,0,208584
50,48.6170172186577,-81.396187531559,5,8,9,40,40,9,66,0,1,587737
50,48.6174183953771,-81.3954914804345,5,8,19,40,30,9,66,0,1,587737
50,48.6176195547606,-81.3959247749738,5,8,29,40,20,9,66,0,1,587737
50,48.6176176728736,-81.3959653646997,5,8,39,40,10,9,66,0,1,587737
51,48.4875856063142,-81.6343021027633,5,2,59,50,50,10,56,1,0,360213
51,48.4876175656046,-81.63384466208,5,3,9,50,40,10,56,1,0,360213
51,48.4875066100693,-81.6345141070272,5,3,19,50,30,10,56,1,0,360213
51,48.4876682590265,-81.6345268512871,5,3,29,50,20,10,56,1,0,360213
51,48.487355354468,-81.6350496278191,5,3,39,50,10,10,56,1,0,360213
52,48.5161066964319,-81.1354577719632,4,23,57,40,40,8,50,1,0,417145
52,48.5162020051201,-81.1352281908325,5,0,7,40,30,8,50,1,0,417145
52,48.5167358455241,-81.1347260818143,5,0,17,40,20,8,50,1,0,417145
52,48.5170633084807,-81.1351698948437,5,0,27,40,10,8,50,1,0,417145
53,48.4564227067111,-81.6723107113056,0,15,32,40,40,9,33,1,0,312814
53,48.4564360307492,-81.672539676027,0,15,42,40,30,9,33,1,0,312814
53,48.4564360307492,-81.672539676027,0,15,52,40,20,9,33,1,0,312814
53,48.456374993005,-81.6727052233636,0,16,2,40,10,9,33,1,0,312814
54,48.4276139456935,-81.3405923433894,2,7,32,10,10,7,100,1,1,255978
55,48.4940360863236,-81.4027887424718,2,17,24,60,60,7,60,1,0,369719
55,48.4935454412903,-81.4032149319214,2,17,34,60,50,7,60,1,0,369719
55,48.4933040129636,-81.4030052206482,2,17,44,60,40,7,60,1,0,369719
55,48.4930689384803,-81.403140981722,2,17,54,60,30,7,60,1,0,369719
55,48.4928741022334,-81.4031926684831,2,18,4,60,20,7,60,1,0,369719
55,48.4931042993503,-81.4037259759123,2,18,14,60,10,7,60,1,0,369719
56,48.3205462207675,-81.4825982370473,5,3,20,20,20,2,43,1,0,75861
56,48.3206970863461,-81.4822628734417,5,3,30,20,10,2,43,1,0,75861
57,48.3384468254765,-81.2807558419566,2,6,31,60,60,10,92,1,0,104321
57,48.3385855602111,-81.2810038338942,2,6,41,60,50,10,92,1,0,104321
57,48.3390262199413,-81.2810038338942,2,6,51,60,40,10,92,1,0,104321
57,48.3393005516086,-81.2819280421692,2,7,1,60,30,10,92,1,1,104321
57,48.3388617752499,-81.2825861677814,2,7,11,60,20,10,92,1,1,104321
57,48.3385707904707,-81.2827990388746,2,7,21,60,10,10,92,1,1,104321
58,48.405495095422,-81.4107671557024,3,22,53,50,50,2,60,1,0,218054
58,48.4054698878132,-81.4104588229455,3,23,3,50,40,2,60,1,0,218054
58,48.4049303107287,-81.4104588229455,3,23,13,50,30,2,60,1,0,218054
58,48.4048366051967,-81.41060455701,3,23,23,50,20,2,60,1,0,218054
58,48.4043930640267,-81.4099147551022,3,23,33,50,10,2,60,1,0,218054
59,48.4144105262514,-81.5780088063633,3,9,3,40,40,10,61,0,1,236993
59,48.4143326451126,-81.5780763503345,3,9,13,40,30,10,61,0,1,236993
59,48.4143326451126,-81.5780763503345,3,9,23,40,20,10,61,0,1,236993
59,48.414467574609,-81.5778589962124,3,9,33,40,10,10,61,0,1,236993
60,48.4786064691869,-81.3350283452273,2,23,23,30,30,5,53,1,0,350769
60,48.4785713313094,-81.3351528512542,2,23,33,30,20,5,53,1,0,350769
60,48.4786362293993,-81.3352651403006,2,23,43,30,10,5,53,1,0,350769
61,48.4766941843656,-81.1632768577748,3,1,33,50,50,2,56,1,0,341310
61,48.4766101027111,-81.1639274220464,3,1,43,50,40,2,56,1,0,341310
61,48.4767787627043,-81.1645250299211,3,1,53,50,30,2,56,1,0,341310
61,48.4764039441591,-81.165108785619,3,2,3,50,20,2,56,1,0,341310
61,48.4767936982206,-81.164650797948,3,2,13,50,10,2,56,1,0,341310
62,48.4208029034559,-81.089842626399,1,5,10,30,30,4,62,1,0,246528
62,48.4203309792999,-81.0894496285653,1,5,20,30,20,4,62,1,0,246529
62,48.4197851401919,-81.088831698047,1,5,30,30,10,4,62,1,0,246529
63,48.4884056852725,-81.6640426748293,4,18,9,40,40,6,78,1,0,360210
63,48.4886616855636,-81.6639678152679,4,18,19,40,30,6,78,1,0,360210
63,48.4887522292624,-81.6641857996071,4,18,29,40,20,6,78,1,0,360210
63,48.4881563902801,-81.6643927389506,4,18,39,40,10,6,78,1,0,360210
64,48.4872652885497,-81.3351489554439,0,20,23,60,60,10,93,1,0,360248
64,48.487403701599,-81.3348824464638,0,20,33,60,50,10,93,1,0,360248
64,48.4880171937987,-81.3353940231736,0,20,43,60,40,10,93,1,0,360248
64,48.4880099184531,-81.3353860714083,0,20,53,60,30,10,93,1,0,360248
64,48.4884122126925,-81.3344888233932,0,21,3,60,20,10,93,1,0,360248
64,48.4890502716937,-81.3348572886196,0,21,13,60,10,10,93,1,0,369727
65,48.3344392341955,-81.1733255294741,3,15,4,60,60,5,79,1,0,94855
65,48.3349649882854,-81.1735075753676,3,15,14,60,50,5,79,1,0,94855
65,48.3349739813471,-81.1735075753676,3,15,24,60,40,5,79,1,0,94855
65,48.3351252706454,-81.172660737832,3,15,34,60,30,5,79,1,0,94855
65,48.3353220976963,-81.1724041207567,3,15,44,60,20,5,79,1,0,94855
65,48.3352952211765,-81.1724005941123,3,15,54,60,10,5,79,1,0,94855
66,48.5305605515526,-81.4648996326638,5,20,56,20,20,8,54,1,0,436065
66,48.5300131836757,-81.4651674052563,5,21,6,20,10,8,54,1,0,436065
67,48.3892494529646,-81.3716162729848,5,13,38,20,20,2,76,1,0,189622
67,48.3892183862254,-81.37072635263,5,13,48,20,10,2,76,1,0,189622
68,48.6392447129867,-81.0818122119022,3,1,25,20,20,7,56,1,0,625689
68,48.6397213905839,-81.0819520212957,3,1,35,20,10,7,56,1,0,625689
69,48.3302195463257,-81.2160435348873,3,23,3,20,20,8,87,1,0,85371
69,48.3301577708319,-81.2155669394739,3,23,13,20,10,8,87,1,0,85371
70,48.4743312915021,-81.4217385885402,0,21,57,50,50,2,93,1,0,341280
70,48.4748742480584,-81.4210287400871,0,22,7,50,40,2,93,1,0,341280
70,48.4747352653501,-81.4209727323839,0,22,17,50,30,2,93,1,0,341280
70,48.4747832232568,-81.4208426124291,0,22,27,50,20,2,93,1,0,341280
70,48.4748534896395,-81.4211495244272,0,22,37,50,10,2,93,1,0,341280
71,48.3411382578899,-81.118991500064,5,20,30,20,20,9,98,1,0,104340
71,48.3408687450043,-81.1179909297936,5,20,40,20,10,9,98,1,0,104340
72,48.3550712883756,-81.5678385122121,0,19,42,10,10,4,38,1,0,132725
73,48.4707927370181,-80.9426733677449,5,12,28,50,50,4,62,1,0,331857
73,48.4704978838424,-80.9421809145869,5,12,38,50,40,4,62,1,0,331857
73,48.4701221498921,-80.9428542934897,5,12,48,50,30,4,62,1,0,331857
73,48.4694721436045,-80.9425366919551,5,12,58,50,20,4,62,1,0,331857
73,48.4696217162372,-80.9435949273738,5,13,8,50,10,4,62,1,0,331856
74,48.4751652807786,-80.8802307858194,0,12,2,50,50,1,36,1,0,341343
74,48.4750151964262,-80.8801395885445,0,12,12,50,40,1,36,1,0,341343
74,48.4749751456545,-80.8797110041519,0,12,22,50,30,1,36,1,0,341343
74,48.4750024406293,-80.8789276354238,0,12,32,50,20,1,36,1,0,341343
74,48.475455262363,-80.8795853038743,0,12,42,50,10,1,36,1,0,341343
75,48.2799343354628,-81.4164770940815,0,14,40,10,10,3,35,1,0,37
76,48.7076925158694,-81.5802963186706,4,10,56,30,30,9,51,1,1,748859
76,48.7073818933167,-81.5804764777503,4,11,6,30,20,9,51,1,0,748859
76,48.7073385988216,-81.5805632864997,4,11,16,30,10,9,51,1,0,748859
77,48.5091260130893,-81.0964713652795,4,4,16,50,50,6,97,1,0,398192
77,48.5094526656418,-81.0958421312718,4,4,26,50,40,6,97,1,0,398192
77,48.5095335154287,-81.0961432971908,4,4,36,50,30,6,97,1,0,398192
77,48.5095027755754,-81.0968048512356,4,4,46,50,20,6,97,1,0,398192
77,48.5097779705568,-81.0969314752648,4,4,56,50,10,6,97,1,0,398192
78,48.5277258185722,-81.3362822602724,2,11,29,40,40,2,98,1,0,436080
78,48.5277438040806,-81.3363291605057,2,11,39,40,30,2,98,1,0,436080
78,48.5277747528082,-81.3360349709483,2,11,49,40,20,2,98,1,0,436080
78,48.5275366737604,-81.3361583901003,2,11,59,40,10,2,98,1,0,436080
79,48.450299735286,-81.3734299086228,4,22,9,40,40,10,68,1,0,293891
79,48.4503931016756,-81.3735356707716,4,22,19,40,30,10,68,1,0,293891
79,48.4509636231812,-81.3731357489947,4,22,29,40,20,10,68,1,0,303370
79,48.4507162595183,-81.3734059109849,4,22,39,40,10,10,68,1,0,293891
80,48.4930286134361,-81.349167654818,3,14,23,20,20,3,78,1,0,369725
80,48.4930680519354,-81.3489735771172,3,14,33,20,10,3,78,1,0,369725
81,48.415195248129,-81.5785402654989,1,8,8,50,50,10,54,0,1,236993
81,48.4154525850735,-81.5791589088772,1,8,18,50,40,10,54,0,1,236993
81,48.4150790600959,-81.5784660106116,1,8,28,50,30,10,54,0,1,236993
81,48.4150703577316,-81.5785184414715,1,8,38,50,20,10,54,0,1,236993
81,48.4152076336169,-81.5786472979481,1,8,48,50,10,10,54,0,1,236993
82,48.4649445560854,-81.3388395247924,3,8,1,10,10,3,30,1,1,322332
83,48.3858535199347,-81.2804403481453,1,14,49,40,40,1,56,1,0,189632
83,48.3859040522354,-81.2806281205285,1,14,59,40,30,1,56,1,0,189632
83,48.3859236325676,-81.2805102184685,1,15,9,40,20,1,56,1,0,189632
83,48.3854143479527,-81.2799547145107,1,15,19,40,10,1,56,1,0,180153
84,48.3324019160154,-80.9870305951055,2,14,32,60,60,7,83,1,0,94876
84,48.3323821750122,-80.9867489168557,2,14,42,60,50,7,83,1,0,94876
84,48.3328923613344,-80.9864854553497,2,14,52,60,40,7,83,1,0,94876
84,48.3326603142657,-80.9855788750743,2,15,2,60,30,7,83,1,0,94877
84,48.3321268412803,-80.9851886605787,2,15,12,60,20,7,83,1,0,94877
84,48.3318089051334,-80.9857569001286,2,15,22,60,10,7,83,1,0,94877
85,48.4824061469575,-81.4325091851771,2,9,33,40,40,9,60,0,1,350758
85,48.4822309688868,-81.4318570092926,2,9,43,40,30,9,60,0,1,350758
85,48.4825144609948,-81.4316847223811,2,9,53,40,20,9,60,0,1,350758
85,48.4821602125982,-81.4317786785173,2,10,3,40,10,9,60,0,1,350758
86,48.347832204424,-80.8203390392729,1,22,54,30,30,7,49,1,0,123333
86,48.347983203895,-80.820303160833,1,23,4,30,20,7,49,1,0,123333
86,48.3484076640117,-80.8195168040233,1,23,14,30,10,7,49,1,0,123333
87,48.3237528818919,-81.0867214393265,1,2,33,40,40,3,33,1,0,75907
87,48.3242189783458,-81.0859174369858,1,2,43,40,30,3,33,1,0,75907
87,48.3244810119155,-81.0861263549639,1,2,53,40,20,3,33,1,0,75907
87,48.3239507434943,-81.0860985885843,1,3,3,40,10,3,33,1,0,75907
88,48.556697855023,-81.2800356954473,5,21,49,50,50,8,58,1,0,483481
88,48.5565562812804,-81.2799174798985,5,21,59,50,40,8,58,1,0,483481
88,48.5566295960592,-81.2809683292187,5,22,9,50,30,8,58,1,0,483481
88,48.5566498251876,-81.2811003236479,5,22,19,50,20,8,58,1,0,483481
88,48.5569235076263,-81.2809663663576,5,22,29,50,10,8,58,1,0,483481
89,48.4820988272889,-81.4994951306129,1,19,49,50,50,3,56,1,0,350750
89,48.4824405513996,-81.4986048200115,1,19,59,50,40,3,56,1,0,350750
89,48.4830658875662,-81.4982624576104,1,20,9,50,30,3,56,1,0,350750
89,48.483645520971,-81.4987260536943,1,20,19,50,20,3,56,1,0,360229
89,48.4837823393265,-81.4991674076142,1,20,29,50,10,3,56,1,0,360229
90,48.6098373731028,-81.3546179590751,0,20,42,60,60,8,43,1,0,578263
90,48.6097046224726,-81.3536761801894,0,20,52,60,50,8,43,1,0,578263
90,48.6101571328639,-81.3532330308544,0,21,2,60,40,8,43,1,0,578263
90,48.6101521112479,-81.3534498738438,0,21,12,60,30,8,43,1,0,578263
90,48.610135555729,-81.3534604712092,0,21,22,60,20,8,43,1,0,578263
90,48.6107925198918,-81.3537445554896,0,21,32,60,10,8,43,1,0,578263
91,48.457925550781,-80.8783333780305,4,16,34,20,20,3,43,1,0,312906
91,48.4578121670683,-80.8782001949294,4,16,44,20,10,3,43,1,0,312906
92,48.5099709760239,-81.4662401014369,1,17,12,50,50,2,98,1,0,398149
92,48.5094962081113,-81.4669800066465,1,17,22,50,40,2,98,1,0,398149
92,48.5088540799175,-81.4667745951786,1,17,32,50,30,2,98,1,0,398149
92,48.5090003867195,-81.4662800404939,1,17,42,50,20,2,98,1,0,398149
92,48.5088867345964,-81.4665070223307,1,17,52,50,10,2,98,1,0,398149
